USERPROFILE_HISTORY_ID,USERPROFILE_ID,ACCESSCATALYST,OLD_VALUE,NEW_VALUE,MODIFIED,REASON,MODIFIEDBY,CHANGED_BY,CHANGED_DATE,CHANGED_BY_DEPUTY,CHANGE_TYPE,VALID_FROM,APPROVED_BY,RECORD_NUMBER,VALID_TO,IS_TIMELINE,APPROVED_ON,REASON_FOR_CHANGE_IN_VALUE,CHANGED_BY_ROLE,PRIMARY_RECORD,APPROVED_BY_DEPUTY,CHANGE_FROM_COMMON_TYPE,CHANGE_FROM_PROCESS_ID,INTEGRATION_ID,INTEGRATION_VERSION,INTEGRATION_TYPE,INTEGRATION_MODE
82,1,62,Hiking,Photography,2023-02-05 13:04:58,Profile value updated from 'Hiking' to 'Photography' for role alignment.,willisbrandon,402,2023-02-05 13:04:58,725,5,2022-12-05,885,82,2023-06-08,1,2023-02-12 13:04:58,Profile value updated from 'Hiking' to 'Photography' for role alignment.,8,131,59,2,42,0,0,0,0
83,1,64,Running,Photography,2023-10-06 13:04:59,Profile value updated from 'Running' to 'Photography' for role alignment.,riddleashley,546,2023-10-06 13:04:59,913,1,2023-07-25,840,83,2024-01-23,1,2023-10-30 13:04:59,Profile value updated from 'Running' to 'Photography' for role alignment.,6,942,447,2,12,0,0,0,0
84,1,64,Java,SQL,2023-04-08 13:05:00,Profile value updated from 'Java' to 'SQL' for role alignment.,tyler78,801,2023-04-08 13:05:00,463,2,2023-02-15,576,84,2023-09-15,1,2023-04-11 13:05:00,Profile value updated from 'Java' to 'SQL' for role alignment.,1,514,873,2,69,0,0,0,0
85,1,64,Scrum Master,Azure Fundamentals,2023-12-01 13:05:01,Profile value updated from 'Scrum Master' to 'Azure Fundamentals' for role alignment.,kevinmyers,118,2023-12-01 13:05:01,696,2,2023-09-29,30,85,2024-03-02,0,2023-12-18 13:05:01,Profile value updated from 'Scrum Master' to 'Azure Fundamentals' for role alignment.,1,222,53,4,39,0,0,0,0
86,1,68,PMP,AWS Certified,2023-01-30 13:05:02,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,broth,841,2023-01-30 13:05:02,265,2,2022-11-27,792,86,2023-03-08,1,2023-01-31 13:05:02,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,3,831,580,5,41,0,0,0,0
87,1,69,SQL,Excel,2024-03-19 13:05:03,Profile value updated from 'SQL' to 'Excel' for role alignment.,latoya68,818,2024-03-19 13:05:03,803,3,2024-02-02,561,87,2024-05-27,1,2024-04-17 13:05:03,Profile value updated from 'SQL' to 'Excel' for role alignment.,9,273,460,10,48,0,0,0,0
88,1,70,PMP,Scrum Master,2023-02-27 13:05:04,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,samantharobinson,848,2023-02-27 13:05:04,414,5,2022-12-15,838,88,2023-06-11,1,2023-03-03 13:05:04,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,8,158,602,5,59,0,0,0,0
89,1,70,Hiking,Cycling,2023-02-13 13:05:05,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,michaelwoodard,440,2023-02-13 13:05:05,787,1,2023-01-24,686,89,2023-04-28,0,2023-02-28 13:05:05,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,8,740,582,6,37,0,0,0,0
90,1,70,PMP,Azure Fundamentals,2024-05-03 13:05:06,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,oallen,183,2024-05-03 13:05:06,586,3,2024-02-13,694,90,2024-08-20,1,2024-05-07 13:05:06,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,10,395,132,6,93,0,0,0,0
91,1,75,Excel,Java,2023-05-17 13:05:07,Profile value updated from 'Excel' to 'Java' for role alignment.,jyoder,324,2023-05-17 13:05:07,29,2,2023-04-18,493,91,2023-10-20,0,2023-05-28 13:05:07,Profile value updated from 'Excel' to 'Java' for role alignment.,4,263,962,3,26,0,0,0,0
92,1,75,Excel,SQL,2023-12-01 13:05:08,Profile value updated from 'Excel' to 'SQL' for role alignment.,markwalker,223,2023-12-01 13:05:08,804,4,2023-10-07,28,92,2024-02-11,0,2023-12-11 13:05:08,Profile value updated from 'Excel' to 'SQL' for role alignment.,5,50,47,6,98,0,0,0,0
93,1,76,AWS Certified,PMP,2024-02-28 13:05:08,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,laura09,708,2024-02-28 13:05:08,799,2,2024-02-08,355,93,2024-05-11,0,2024-03-23 13:05:08,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,6,955,461,7,73,0,0,0,0
94,1,76,Excel,SQL,2023-07-10 13:05:09,Profile value updated from 'Excel' to 'SQL' for role alignment.,wilsonderrick,368,2023-07-10 13:05:09,802,2,2023-05-23,327,94,2023-08-21,0,2023-08-09 13:05:09,Profile value updated from 'Excel' to 'SQL' for role alignment.,1,388,514,3,92,0,0,0,0
95,1,80,Power BI,SQL,2023-12-18 13:05:10,Profile value updated from 'Power BI' to 'SQL' for role alignment.,wellstristan,805,2023-12-18 13:05:10,313,1,2023-10-26,982,95,2024-05-29,1,2024-01-03 13:05:10,Profile value updated from 'Power BI' to 'SQL' for role alignment.,5,585,974,2,76,0,0,0,0
96,1,80,Cycling,Running,2022-12-08 13:05:12,Profile value updated from 'Cycling' to 'Running' for role alignment.,etanner,961,2022-12-08 13:05:12,556,2,2022-11-06,500,96,2023-05-21,0,2023-01-01 13:05:12,Profile value updated from 'Cycling' to 'Running' for role alignment.,10,273,234,5,18,0,0,0,0
97,1,82,Power BI,SQL,2023-02-14 13:05:13,Profile value updated from 'Power BI' to 'SQL' for role alignment.,rwright,191,2023-02-14 13:05:13,40,4,2022-11-09,741,97,2023-05-31,1,2023-03-13 13:05:13,Profile value updated from 'Power BI' to 'SQL' for role alignment.,9,97,187,5,5,0,0,0,0
98,1,82,Java,Python,2024-01-01 13:05:14,Profile value updated from 'Java' to 'Python' for role alignment.,uadkins,725,2024-01-01 13:05:14,559,2,2023-10-01,171,98,2024-04-29,1,2024-01-20 13:05:14,Profile value updated from 'Java' to 'Python' for role alignment.,5,348,466,5,30,0,0,0,0
99,1,82,Photography,Running,2024-02-13 13:05:15,Profile value updated from 'Photography' to 'Running' for role alignment.,rwilliams,532,2024-02-13 13:05:15,770,4,2024-01-14,424,99,2024-05-21,0,2024-03-02 13:05:15,Profile value updated from 'Photography' to 'Running' for role alignment.,4,727,90,7,50,0,0,0,0
100,1,83,Photography,Cycling,2023-07-06 13:05:16,Profile value updated from 'Photography' to 'Cycling' for role alignment.,timothy79,640,2023-07-06 13:05:16,592,5,2023-06-18,282,100,2023-11-30,0,2023-07-14 13:05:16,Profile value updated from 'Photography' to 'Cycling' for role alignment.,8,428,60,10,38,0,0,0,0
101,1,86,SQL,Excel,2022-12-26 13:05:17,Profile value updated from 'SQL' to 'Excel' for role alignment.,robinsonamanda,385,2022-12-26 13:05:17,705,4,2022-10-30,954,101,2023-06-05,0,2023-01-08 13:05:17,Profile value updated from 'SQL' to 'Excel' for role alignment.,7,602,676,4,14,0,0,0,0
102,1,87,Excel,SQL,2023-08-16 13:05:18,Profile value updated from 'Excel' to 'SQL' for role alignment.,woodedward,484,2023-08-16 13:05:18,230,3,2023-07-06,31,102,2023-11-04,0,2023-08-20 13:05:18,Profile value updated from 'Excel' to 'SQL' for role alignment.,1,92,47,4,48,0,0,0,0
103,1,87,Azure Fundamentals,PMP,2023-02-08 13:05:19,Profile value updated from 'Azure Fundamentals' to 'PMP' for role alignment.,mhughes,565,2023-02-08 13:05:19,635,3,2022-11-12,972,103,2023-03-24,0,2023-02-27 13:05:19,Profile value updated from 'Azure Fundamentals' to 'PMP' for role alignment.,3,706,427,8,48,0,0,0,0
104,1,90,Java,Power BI,2023-01-18 13:05:19,Profile value updated from 'Java' to 'Power BI' for role alignment.,lpitts,76,2023-01-18 13:05:19,775,3,2022-12-05,999,104,2023-07-09,1,2023-02-16 13:05:19,Profile value updated from 'Java' to 'Power BI' for role alignment.,8,148,976,1,15,0,0,0,0
105,1,90,AWS Certified,Azure Fundamentals,2023-09-18 13:05:20,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,pfrederick,393,2023-09-18 13:05:20,777,5,2023-06-28,200,105,2023-12-25,0,2023-09-21 13:05:20,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,9,944,279,1,27,0,0,0,0
106,1,90,Excel,Power BI,2023-03-21 13:05:21,Profile value updated from 'Excel' to 'Power BI' for role alignment.,phelpsnathan,482,2023-03-21 13:05:21,190,1,2023-03-03,294,106,2023-05-26,0,2023-04-07 13:05:21,Profile value updated from 'Excel' to 'Power BI' for role alignment.,5,767,589,4,90,0,0,0,0
107,1,94,AWS Certified,Azure Fundamentals,2023-05-11 13:05:22,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,qrodriguez,323,2023-05-11 13:05:22,572,2,2023-04-15,315,107,2023-10-13,0,2023-05-21 13:05:22,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,9,401,370,9,14,0,0,0,0
108,1,94,Photography,Running,2022-11-24 13:05:23,Profile value updated from 'Photography' to 'Running' for role alignment.,rita78,347,2022-11-24 13:05:23,505,5,2022-10-16,340,108,2022-12-26,1,2022-12-16 13:05:23,Profile value updated from 'Photography' to 'Running' for role alignment.,9,209,222,1,70,0,0,0,0
109,1,96,Python,Java,2024-01-08 13:05:24,Profile value updated from 'Python' to 'Java' for role alignment.,qmcbride,620,2024-01-08 13:05:24,356,5,2023-10-22,239,109,2024-04-24,0,2024-02-04 13:05:24,Profile value updated from 'Python' to 'Java' for role alignment.,1,207,48,3,75,0,0,0,0
110,1,98,Running,Hiking,2023-07-22 13:05:24,Profile value updated from 'Running' to 'Hiking' for role alignment.,ywalton,111,2023-07-22 13:05:24,195,1,2023-06-01,333,110,2023-11-14,0,2023-08-03 13:05:24,Profile value updated from 'Running' to 'Hiking' for role alignment.,9,616,492,5,59,0,0,0,0
111,1,98,Java,SQL,2023-01-19 13:05:25,Profile value updated from 'Java' to 'SQL' for role alignment.,avilachristina,459,2023-01-19 13:05:25,118,4,2022-12-02,933,111,2023-06-05,1,2023-01-21 13:05:25,Profile value updated from 'Java' to 'SQL' for role alignment.,3,472,982,8,17,0,0,0,0
112,1,98,Running,Hiking,2023-07-13 13:05:26,Profile value updated from 'Running' to 'Hiking' for role alignment.,paulakennedy,261,2023-07-13 13:05:26,364,3,2023-06-12,61,112,2023-11-17,1,2023-07-21 13:05:26,Profile value updated from 'Running' to 'Hiking' for role alignment.,9,443,337,1,99,0,0,0,0
113,1,99,Azure Fundamentals,Scrum Master,2023-02-01 13:05:27,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,carl72,777,2023-02-01 13:05:27,504,1,2022-11-04,863,113,2023-04-30,1,2023-02-08 13:05:27,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,6,901,990,7,85,0,0,0,0
114,1,100,Scrum Master,Azure Fundamentals,2023-04-17 13:05:27,Profile value updated from 'Scrum Master' to 'Azure Fundamentals' for role alignment.,gabrielgilbert,105,2023-04-17 13:05:27,245,2,2023-03-07,526,114,2023-08-10,1,2023-04-28 13:05:27,Profile value updated from 'Scrum Master' to 'Azure Fundamentals' for role alignment.,1,347,525,2,75,0,0,0,0
115,2,3,Photography,Cycling,2024-01-28 13:05:29,Profile value updated from 'Photography' to 'Cycling' for role alignment.,sarahdennis,906,2024-01-28 13:05:29,521,1,2023-12-09,616,115,2024-05-09,1,2024-02-25 13:05:29,Profile value updated from 'Photography' to 'Cycling' for role alignment.,5,552,647,10,53,0,0,0,0
116,2,3,Scrum Master,AWS Certified,2023-02-03 13:05:29,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,youngtracy,593,2023-02-03 13:05:29,460,4,2022-12-27,108,116,2023-07-25,1,2023-02-06 13:05:29,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,5,402,913,6,45,0,0,0,0
117,2,4,Excel,Power BI,2023-05-13 13:05:30,Profile value updated from 'Excel' to 'Power BI' for role alignment.,lavila,397,2023-05-13 13:05:30,866,2,2023-04-13,274,117,2023-09-17,0,2023-05-16 13:05:30,Profile value updated from 'Excel' to 'Power BI' for role alignment.,7,539,905,5,53,0,0,0,0
118,2,5,PMP,Azure Fundamentals,2023-01-19 13:05:31,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,tedwards,260,2023-01-19 13:05:31,992,3,2023-01-05,271,118,2023-03-10,0,2023-01-25 13:05:31,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,10,806,254,8,84,0,0,0,0
119,2,5,Azure Fundamentals,AWS Certified,2023-03-24 13:05:32,Profile value updated from 'Azure Fundamentals' to 'AWS Certified' for role alignment.,patrickashley,240,2023-03-24 13:05:32,628,2,2022-12-15,194,119,2023-09-14,0,2023-04-10 13:05:32,Profile value updated from 'Azure Fundamentals' to 'AWS Certified' for role alignment.,7,763,50,10,19,0,0,0,0
120,2,7,AWS Certified,PMP,2023-06-05 13:05:32,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,virginiaroberts,645,2023-06-05 13:05:32,609,4,2023-03-01,162,120,2023-07-13,0,2023-06-17 13:05:32,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,2,300,391,5,18,0,0,0,0
121,2,7,SQL,Python,2024-05-12 13:05:33,Profile value updated from 'SQL' to 'Python' for role alignment.,nicoleduran,761,2024-05-12 13:05:33,850,2,2024-02-13,586,121,2024-10-13,0,2024-05-17 13:05:33,Profile value updated from 'SQL' to 'Python' for role alignment.,8,826,697,10,93,0,0,0,0
122,2,7,Excel,Power BI,2023-06-18 13:05:34,Profile value updated from 'Excel' to 'Power BI' for role alignment.,lisa28,484,2023-06-18 13:05:34,822,3,2023-04-22,948,122,2023-10-10,0,2023-07-09 13:05:34,Profile value updated from 'Excel' to 'Power BI' for role alignment.,2,685,557,7,44,0,0,0,0
123,2,8,Python,Excel,2023-12-10 13:05:35,Profile value updated from 'Python' to 'Excel' for role alignment.,julie31,161,2023-12-10 13:05:35,167,1,2023-10-02,451,123,2024-05-01,0,2023-12-19 13:05:35,Profile value updated from 'Python' to 'Excel' for role alignment.,9,682,859,2,68,0,0,0,0
124,2,10,Power BI,SQL,2023-09-03 13:05:35,Profile value updated from 'Power BI' to 'SQL' for role alignment.,miguel81,323,2023-09-03 13:05:35,870,5,2023-06-11,530,124,2024-01-13,1,2023-09-11 13:05:35,Profile value updated from 'Power BI' to 'SQL' for role alignment.,10,383,145,8,47,0,0,0,0
125,2,11,Python,Java,2024-03-07 13:05:36,Profile value updated from 'Python' to 'Java' for role alignment.,katrina69,445,2024-03-07 13:05:36,39,4,2023-12-18,815,125,2024-05-20,1,2024-03-26 13:05:36,Profile value updated from 'Python' to 'Java' for role alignment.,3,664,145,4,70,0,0,0,0
126,2,12,Python,SQL,2024-03-24 13:05:37,Profile value updated from 'Python' to 'SQL' for role alignment.,egarcia,262,2024-03-24 13:05:37,462,5,2023-12-28,406,126,2024-05-01,1,2024-04-04 13:05:37,Profile value updated from 'Python' to 'SQL' for role alignment.,6,157,871,4,12,0,0,0,0
127,2,12,Python,Java,2023-06-19 13:05:38,Profile value updated from 'Python' to 'Java' for role alignment.,bdelgado,266,2023-06-19 13:05:38,358,5,2023-05-15,639,127,2023-12-05,0,2023-07-10 13:05:38,Profile value updated from 'Python' to 'Java' for role alignment.,4,510,889,7,78,0,0,0,0
128,2,15,AWS Certified,PMP,2023-12-19 13:05:38,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,kevincooper,932,2023-12-19 13:05:38,94,4,2023-11-22,734,128,2024-05-12,1,2023-12-21 13:05:38,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,6,247,193,6,48,0,0,0,0
129,2,15,PMP,Scrum Master,2024-02-10 13:05:39,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,davidharrell,531,2024-02-10 13:05:39,719,3,2023-11-06,663,129,2024-04-09,1,2024-02-28 13:05:39,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,8,884,82,9,13,0,0,0,0
130,2,15,Running,Hiking,2023-11-04 13:05:40,Profile value updated from 'Running' to 'Hiking' for role alignment.,jessicabrown,861,2023-11-04 13:05:40,327,5,2023-08-03,664,130,2024-02-14,0,2023-11-13 13:05:40,Profile value updated from 'Running' to 'Hiking' for role alignment.,9,78,369,4,70,0,0,0,0
131,2,18,Azure Fundamentals,Scrum Master,2023-03-29 13:05:40,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,llawrence,199,2023-03-29 13:05:40,593,3,2023-01-05,964,131,2023-06-07,1,2023-04-18 13:05:40,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,5,339,318,4,29,0,0,0,0
132,2,20,Cycling,Photography,2024-03-16 13:05:41,Profile value updated from 'Cycling' to 'Photography' for role alignment.,michael05,676,2024-03-16 13:05:41,572,4,2023-12-17,578,132,2024-05-04,1,2024-03-22 13:05:41,Profile value updated from 'Cycling' to 'Photography' for role alignment.,3,38,964,9,35,0,0,0,0
133,2,20,Hiking,Cycling,2023-01-31 13:05:42,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,stuartrodriguez,406,2023-01-31 13:05:42,321,1,2022-11-07,279,133,2023-05-19,1,2023-02-03 13:05:42,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,3,984,111,5,93,0,0,0,0
134,2,20,Scrum Master,Azure Fundamentals,2023-04-14 13:05:43,Profile value updated from 'Scrum Master' to 'Azure Fundamentals' for role alignment.,donnadelgado,931,2023-04-14 13:05:43,609,4,2023-03-01,969,134,2023-07-13,0,2023-04-20 13:05:43,Profile value updated from 'Scrum Master' to 'Azure Fundamentals' for role alignment.,1,282,740,6,15,0,0,0,0
135,2,21,AWS Certified,PMP,2023-06-07 13:05:44,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,robertlewis,451,2023-06-07 13:05:44,423,2,2023-03-19,80,135,2023-10-31,0,2023-06-17 13:05:44,Profile value updated from 'AWS Certified' to 'PMP' for role alignment.,1,28,138,2,15,0,0,0,0
136,2,22,Hiking,Photography,2023-03-02 13:05:45,Profile value updated from 'Hiking' to 'Photography' for role alignment.,barbara30,441,2023-03-02 13:05:45,713,3,2023-01-30,441,136,2023-04-24,0,2023-03-03 13:05:45,Profile value updated from 'Hiking' to 'Photography' for role alignment.,6,761,445,5,14,0,0,0,0
137,2,23,Photography,Cycling,2023-09-10 13:05:45,Profile value updated from 'Photography' to 'Cycling' for role alignment.,mpierce,14,2023-09-10 13:05:45,523,4,2023-08-02,383,137,2024-02-05,1,2023-09-23 13:05:45,Profile value updated from 'Photography' to 'Cycling' for role alignment.,9,375,56,3,58,0,0,0,0
138,2,23,Cycling,Hiking,2023-10-10 13:05:46,Profile value updated from 'Cycling' to 'Hiking' for role alignment.,lucasalex,726,2023-10-10 13:05:46,97,1,2023-08-04,657,138,2023-11-16,1,2023-11-01 13:05:46,Profile value updated from 'Cycling' to 'Hiking' for role alignment.,5,471,191,8,58,0,0,0,0
139,2,31,Java,SQL,2024-04-04 13:05:47,Profile value updated from 'Java' to 'SQL' for role alignment.,brian93,291,2024-04-04 13:05:47,101,1,2024-02-05,883,139,2024-09-08,0,2024-04-18 13:05:47,Profile value updated from 'Java' to 'SQL' for role alignment.,4,367,163,4,7,0,0,0,0
140,2,31,PMP,AWS Certified,2024-03-10 13:05:48,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,ronald34,742,2024-03-10 13:05:48,871,4,2023-12-28,502,140,2024-05-11,1,2024-03-22 13:05:48,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,6,45,682,8,10,0,0,0,0
141,2,33,Python,SQL,2023-12-18 13:05:49,Profile value updated from 'Python' to 'SQL' for role alignment.,hjackson,722,2023-12-18 13:05:49,124,4,2023-10-10,144,141,2024-04-27,1,2024-01-08 13:05:49,Profile value updated from 'Python' to 'SQL' for role alignment.,2,496,36,8,3,0,0,0,0
142,2,33,Hiking,Cycling,2023-07-25 13:05:50,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,karenjones,167,2023-07-25 13:05:50,576,2,2023-06-11,80,142,2023-10-25,1,2023-08-15 13:05:50,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,1,495,911,4,53,0,0,0,0
143,2,33,Cycling,Running,2023-05-22 13:05:50,Profile value updated from 'Cycling' to 'Running' for role alignment.,brendaprice,617,2023-05-22 13:05:50,375,2,2023-02-18,817,143,2023-07-21,1,2023-06-04 13:05:50,Profile value updated from 'Cycling' to 'Running' for role alignment.,4,957,916,9,83,0,0,0,0
144,2,35,Cycling,Photography,2023-12-24 13:05:52,Profile value updated from 'Cycling' to 'Photography' for role alignment.,matthewlin,170,2023-12-24 13:05:52,958,4,2023-10-31,181,144,2024-04-03,1,2023-12-30 13:05:52,Profile value updated from 'Cycling' to 'Photography' for role alignment.,1,682,118,3,86,0,0,0,0
145,2,35,Java,Python,2023-08-23 13:05:52,Profile value updated from 'Java' to 'Python' for role alignment.,nestes,292,2023-08-23 13:05:52,909,3,2023-07-23,8,145,2023-09-23,0,2023-09-11 13:05:52,Profile value updated from 'Java' to 'Python' for role alignment.,2,762,389,9,92,0,0,0,0
146,2,35,Scrum Master,PMP,2023-06-01 13:05:53,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,sarahgolden,417,2023-06-01 13:05:53,114,2,2023-05-04,576,146,2023-11-22,1,2023-06-13 13:05:53,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,4,139,340,7,89,0,0,0,0
147,2,36,PMP,Scrum Master,2023-11-19 13:05:54,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,shari80,222,2023-11-19 13:05:54,830,1,2023-08-28,32,147,2023-12-27,1,2023-12-01 13:05:54,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,1,164,617,1,24,0,0,0,0
148,2,36,Power BI,Java,2024-01-19 13:05:55,Profile value updated from 'Power BI' to 'Java' for role alignment.,troy02,385,2024-01-19 13:05:55,660,2,2024-01-03,329,148,2024-06-26,1,2024-01-28 13:05:55,Profile value updated from 'Power BI' to 'Java' for role alignment.,5,372,649,2,94,0,0,0,0
149,2,40,Python,Excel,2023-04-19 13:05:56,Profile value updated from 'Python' to 'Excel' for role alignment.,coxtaylor,763,2023-04-19 13:05:56,651,1,2023-02-21,206,149,2023-10-10,1,2023-05-12 13:05:56,Profile value updated from 'Python' to 'Excel' for role alignment.,9,758,27,9,4,0,0,0,0
150,2,40,SQL,Python,2023-08-29 13:05:56,Profile value updated from 'SQL' to 'Python' for role alignment.,jdiaz,303,2023-08-29 13:05:56,793,5,2023-06-16,306,150,2023-10-28,1,2023-09-26 13:05:56,Profile value updated from 'SQL' to 'Python' for role alignment.,8,759,241,8,5,0,0,0,0
151,2,42,Python,SQL,2024-05-16 13:05:57,Profile value updated from 'Python' to 'SQL' for role alignment.,wjohnson,96,2024-05-16 13:05:57,118,2,2024-02-11,228,151,2024-10-12,1,2024-05-22 13:05:57,Profile value updated from 'Python' to 'SQL' for role alignment.,9,889,719,10,61,0,0,0,0
152,2,42,PMP,Scrum Master,2024-02-23 13:05:58,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,stacygreen,939,2024-02-23 13:05:58,460,4,2024-01-11,537,152,2024-04-10,1,2024-03-15 13:05:58,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,4,208,642,3,54,0,0,0,0
153,2,42,Azure Fundamentals,Scrum Master,2023-09-01 13:05:59,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,shawn84,967,2023-09-01 13:05:59,311,2,2023-06-03,841,153,2024-02-17,1,2023-09-05 13:05:59,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,8,486,490,1,13,0,0,0,0
154,2,43,Cycling,Photography,2023-03-07 13:06:00,Profile value updated from 'Cycling' to 'Photography' for role alignment.,lmccarthy,468,2023-03-07 13:06:00,641,5,2023-01-23,659,154,2023-07-24,0,2023-03-19 13:06:00,Profile value updated from 'Cycling' to 'Photography' for role alignment.,2,874,861,2,100,0,0,0,0
155,2,43,Scrum Master,PMP,2023-04-27 13:06:01,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,linda01,812,2023-04-27 13:06:01,360,5,2023-03-27,172,155,2023-08-09,1,2023-05-02 13:06:01,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,8,866,978,6,43,0,0,0,0
156,2,43,Python,SQL,2023-09-14 13:06:02,Profile value updated from 'Python' to 'SQL' for role alignment.,robin57,709,2023-09-14 13:06:02,902,4,2023-08-27,828,156,2023-11-19,1,2023-09-25 13:06:02,Profile value updated from 'Python' to 'SQL' for role alignment.,10,667,236,7,58,0,0,0,0
157,2,44,Hiking,Photography,2023-08-24 13:06:03,Profile value updated from 'Hiking' to 'Photography' for role alignment.,john47,589,2023-08-24 13:06:03,377,4,2023-06-11,324,157,2024-01-06,0,2023-08-25 13:06:03,Profile value updated from 'Hiking' to 'Photography' for role alignment.,8,483,694,6,43,0,0,0,0
158,2,44,Photography,Cycling,2023-10-04 13:06:03,Profile value updated from 'Photography' to 'Cycling' for role alignment.,elizabeth39,222,2023-10-04 13:06:03,809,1,2023-09-16,877,158,2024-01-27,1,2023-10-13 13:06:03,Profile value updated from 'Photography' to 'Cycling' for role alignment.,3,351,214,6,29,0,0,0,0
159,2,44,Java,SQL,2023-03-29 13:06:04,Profile value updated from 'Java' to 'SQL' for role alignment.,keith63,967,2023-03-29 13:06:04,470,5,2023-02-07,778,159,2023-09-07,0,2023-03-31 13:06:04,Profile value updated from 'Java' to 'SQL' for role alignment.,1,231,815,5,10,0,0,0,0
160,2,46,Excel,SQL,2023-03-10 13:06:04,Profile value updated from 'Excel' to 'SQL' for role alignment.,powellkimberly,545,2023-03-10 13:06:04,42,4,2023-02-14,14,160,2023-08-30,0,2023-03-18 13:06:04,Profile value updated from 'Excel' to 'SQL' for role alignment.,1,781,320,5,12,0,0,0,0
161,2,46,Power BI,Java,2023-05-20 13:06:05,Profile value updated from 'Power BI' to 'Java' for role alignment.,robertlamb,41,2023-05-20 13:06:05,760,3,2023-04-11,169,161,2023-11-16,1,2023-06-02 13:06:05,Profile value updated from 'Power BI' to 'Java' for role alignment.,5,376,633,2,85,0,0,0,0
162,2,48,Power BI,Excel,2023-12-07 13:06:06,Profile value updated from 'Power BI' to 'Excel' for role alignment.,lielizabeth,232,2023-12-07 13:06:06,448,2,2023-09-06,827,162,2024-04-05,0,2023-12-22 13:06:06,Profile value updated from 'Power BI' to 'Excel' for role alignment.,8,699,148,7,71,0,0,0,0
163,2,48,AWS Certified,Scrum Master,2024-02-06 13:06:07,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,ohoffman,834,2024-02-06 13:06:07,37,5,2023-12-10,605,163,2024-04-18,1,2024-02-24 13:06:07,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,7,414,850,10,23,0,0,0,0
164,2,48,Photography,Hiking,2023-11-21 13:06:08,Profile value updated from 'Photography' to 'Hiking' for role alignment.,hansonmark,923,2023-11-21 13:06:08,708,2,2023-08-18,489,164,2024-01-29,0,2023-11-29 13:06:08,Profile value updated from 'Photography' to 'Hiking' for role alignment.,4,548,229,8,19,0,0,0,0
165,2,49,Azure Fundamentals,Scrum Master,2023-03-16 13:06:08,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,rayvanessa,54,2023-03-16 13:06:08,714,4,2023-01-23,843,165,2023-06-11,0,2023-04-12 13:06:08,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,2,220,612,10,28,0,0,0,0
